"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text","Input.source","Answer.coherence","Answer.coherence.label","Answer.creative","Answer.creative.label","Answer.language","Answer.language.label","Answer.like","Answer.like.label","Answer.recognize","Answer.recognize.label","Answer.summary","Approve","Reject"
"3K8CQCU3KE1N3401IRKHGA2BEGRNWR","30AWZEBKT2QRVF9PLOKR3P30ARRCAP","歌词质量、创意评分 - 中文","阅读歌词并判断歌词好坏与创造力","中文，歌词，text, quality, lyrics, music, review","$0.33","Thu Nov 17 23:03:55 PST 2022","3","BatchId:4938381;OriginalHitTemplateId:928390909;","600","172800","Sat Nov 19 23:03:55 PST 2022","","","3RU7GD8VPOTXMSTY43S9CUZA2RYSP7","A1BLDWY2BW9K00","Approved","Fri Nov 18 09:56:55 PST 2022","Fri Nov 18 09:57:21 PST 2022","Sun Nov 20 09:57:21 PST 2022","Sun Nov 20 09:57:47 PST 2022","","","26","100% (107/107)","100% (107/107)","0% (0/0)","自暴自弃走过死荫的幽谷<br/>孤单的日子 身旁没有你照顾<br/>清楚你那目光 在鼓舞着我向前方走<br/>从前在老家的时候 蓦然回首<br/>是个弱不禁风的小子<br/>风吹雨打锻炼着我意志<br/>不管有风还是有雨 不管有崎岖的路途<br/>我都会靠着我心中的三宝<br/>拿出家传的神刀宝剑<br/>不再为一些琐碎小事烦恼<br/>不愉快的事 不会再","p95","","是","","有创意感","","我会读中文","","我很喜欢这些歌词","","见过","我们要读歌词"
"3K8CQCU3KE1N3401IRKHGA2BEGRNWR","30AWZEBKT2QRVF9PLOKR3P30ARRCAP","歌词质量、创意评分 - 中文","阅读歌词并判断歌词好坏与创造力","中文，歌词，text, quality, lyrics, music, review","$0.33","Thu Nov 17 23:03:55 PST 2022","3","BatchId:4938381;OriginalHitTemplateId:928390909;","600","172800","Sat Nov 19 23:03:55 PST 2022","","","38SKSKU7R1XI1TB47Z5ORBK3OJULI9","A1XM3URUD94QOV","Approved","Fri Nov 18 09:46:26 PST 2022","Fri Nov 18 09:46:41 PST 2022","Sun Nov 20 09:46:41 PST 2022","Sun Nov 20 09:46:48 PST 2022","","","15","100% (308/308)","100% (308/308)","0% (0/0)","自暴自弃走过死荫的幽谷<br/>孤单的日子 身旁没有你照顾<br/>清楚你那目光 在鼓舞着我向前方走<br/>从前在老家的时候 蓦然回首<br/>是个弱不禁风的小子<br/>风吹雨打锻炼着我意志<br/>不管有风还是有雨 不管有崎岖的路途<br/>我都会靠着我心中的三宝<br/>拿出家传的神刀宝剑<br/>不再为一些琐碎小事烦恼<br/>不愉快的事 不会再","p95","","是","","有创意感","","我会读中文","","我很喜欢这些歌词","","见过","形容这些"
"3K8CQCU3KE1N3401IRKHGA2BEGRNWR","30AWZEBKT2QRVF9PLOKR3P30ARRCAP","歌词质量、创意评分 - 中文","阅读歌词并判断歌词好坏与创造力","中文，歌词，text, quality, lyrics, music, review","$0.33","Thu Nov 17 23:03:55 PST 2022","3","BatchId:4938381;OriginalHitTemplateId:928390909;","600","172800","Sat Nov 19 23:03:55 PST 2022","","","3YDTZAI2WXGB3F8LT0L1DV16LVQ146","A3MSYMSTHZJI98","Approved","Fri Nov 18 10:10:05 PST 2022","Fri Nov 18 10:11:39 PST 2022","Sun Nov 20 10:11:39 PST 2022","Sun Nov 20 10:11:47 PST 2022","","","94","100% (81/81)","100% (81/81)","0% (0/0)","自暴自弃走过死荫的幽谷<br/>孤单的日子 身旁没有你照顾<br/>清楚你那目光 在鼓舞着我向前方走<br/>从前在老家的时候 蓦然回首<br/>是个弱不禁风的小子<br/>风吹雨打锻炼着我意志<br/>不管有风还是有雨 不管有崎岖的路途<br/>我都会靠着我心中的三宝<br/>拿出家传的神刀宝剑<br/>不再为一些琐碎小事烦恼<br/>不愉快的事 不会再","p95","是","","还行","","","我会读中文","我喜欢这些歌词。","","我可能见过","","很容易理解 歌詞很容易理解"
"351S7I5UG9W1XK02BS12RK83CKIJNS","30AWZEBKT2QRVF9PLOKR3P30ARRCAP","歌词质量、创意评分 - 中文","阅读歌词并判断歌词好坏与创造力","中文，歌词，text, quality, lyrics, music, review","$0.33","Thu Nov 17 23:03:55 PST 2022","5","BatchId:4938381;OriginalHitTemplateId:928390909;","600","172800","Sat Nov 19 23:03:55 PST 2022","","","3XLBSAQ9Z4C5HYBC39S0815SPAGZ7W","A173T1IWICTNER","Approved","Fri Nov 18 02:08:30 PST 2022","Fri Nov 18 02:09:34 PST 2022","Sun Nov 20 02:09:34 PST 2022","Fri Nov 18 07:33:27 PST 2022","","","64","100% (10/10)","100% (10/10)","0% (0/0)","我不要做情圣，你却喊我作歌王，<br/>我自己也很彷徨，究竟我怎样对你，<br/>我不要你跳舞，你也叫我别出江郎才尽，<br/>我自己也不清楚，究竟我想怎么对,<br/>我爱你，却又叫你不要爱我，<br/>我没有勇气，将自尊全放下，<br/>想你，就连天南地北，<br/>虽已很理智，也毫不珍惜；<br/>当抛不开虚幻的爱，<br/>看见你真泪眼盈眶；<br/>隐约","p95","不太好","","还行","","我会读中文","","","我不喜欢这些歌词","没见过","","关于爱的歌词"
"351S7I5UG9W1XK02BS12RK83CKIJNS","30AWZEBKT2QRVF9PLOKR3P30ARRCAP","歌词质量、创意评分 - 中文","阅读歌词并判断歌词好坏与创造力","中文，歌词，text, quality, lyrics, music, review","$0.33","Thu Nov 17 23:03:55 PST 2022","5","BatchId:4938381;OriginalHitTemplateId:928390909;","600","172800","Sat Nov 19 23:03:55 PST 2022","","","3GFK2QRXX9HM0ZSO4TTWBDXEH4X5WH","A1D12FG1GFDPGJ","Rejected","Fri Nov 18 07:55:19 PST 2022","Fri Nov 18 07:55:33 PST 2022","Sun Nov 20 07:55:33 PST 2022","","Fri Nov 18 07:58:00 PST 2022","always write 写在这里","14","0% (0/15)","0% (0/15)","0% (0/0)","我不要做情圣，你却喊我作歌王，<br/>我自己也很彷徨，究竟我怎样对你，<br/>我不要你跳舞，你也叫我别出江郎才尽，<br/>我自己也不清楚，究竟我想怎么对,<br/>我爱你，却又叫你不要爱我，<br/>我没有勇气，将自尊全放下，<br/>想你，就连天南地北，<br/>虽已很理智，也毫不珍惜；<br/>当抛不开虚幻的爱，<br/>看见你真泪眼盈眶；<br/>隐约","p95","还行","","还行","","","我会读中文","我喜欢这些歌词。","","见过","","写在这里"
"351S7I5UG9W1XK02BS12RK83CKIJNS","30AWZEBKT2QRVF9PLOKR3P30ARRCAP","歌词质量、创意评分 - 中文","阅读歌词并判断歌词好坏与创造力","中文，歌词，text, quality, lyrics, music, review","$0.33","Thu Nov 17 23:03:55 PST 2022","5","BatchId:4938381;OriginalHitTemplateId:928390909;","600","172800","Sat Nov 19 23:03:55 PST 2022","","","3PS7W85Z8Z2D95Q6CE1209VHZ6R9TF","A1XM3URUD94QOV","Approved","Fri Nov 18 09:39:40 PST 2022","Fri Nov 18 09:39:56 PST 2022","Sun Nov 20 09:39:56 PST 2022","Sun Nov 20 09:40:47 PST 2022","","","16","100% (308/308)","100% (308/308)","0% (0/0)","我不要做情圣，你却喊我作歌王，<br/>我自己也很彷徨，究竟我怎样对你，<br/>我不要你跳舞，你也叫我别出江郎才尽，<br/>我自己也不清楚，究竟我想怎么对,<br/>我爱你，却又叫你不要爱我，<br/>我没有勇气，将自尊全放下，<br/>想你，就连天南地北，<br/>虽已很理智，也毫不珍惜；<br/>当抛不开虚幻的爱，<br/>看见你真泪眼盈眶；<br/>隐约","p95","","是","","有创意感","","我会读中文","","我很喜欢这些歌词","","见过","我会读中文 2不会 3我不懂中文 4I don‘t understand."
"351S7I5UG9W1XK02BS12RK83CKIJNS","30AWZEBKT2QRVF9PLOKR3P30ARRCAP","歌词质量、创意评分 - 中文","阅读歌词并判断歌词好坏与创造力","中文，歌词，text, quality, lyrics, music, review","$0.33","Thu Nov 17 23:03:55 PST 2022","5","BatchId:4938381;OriginalHitTemplateId:928390909;","600","172800","Sat Nov 19 23:03:55 PST 2022","","","3GU1KF0O4I1Y56CWTH6EM5PAY13PBQ","A29R1LR84VSJU3","Approved","Fri Nov 18 02:43:50 PST 2022","Fri Nov 18 02:52:22 PST 2022","Sun Nov 20 02:52:22 PST 2022","Sun Nov 20 02:52:46 PST 2022","","","512","100% (1/1)","100% (1/1)","0% (0/0)","我不要做情圣，你却喊我作歌王，<br/>我自己也很彷徨，究竟我怎样对你，<br/>我不要你跳舞，你也叫我别出江郎才尽，<br/>我自己也不清楚，究竟我想怎么对,<br/>我爱你，却又叫你不要爱我，<br/>我没有勇气，将自尊全放下，<br/>想你，就连天南地北，<br/>虽已很理智，也毫不珍惜；<br/>当抛不开虚幻的爱，<br/>看见你真泪眼盈眶；<br/>隐约","p95","还行","","还行","","","我会读中文","我很喜欢这些歌词","","见过","","信不信由你，但很多歌手都是内向的。有创造力的人，包括音乐家、艺术家和作家，有内向/害羞的一面是非常普遍的，这主要是因为他们非常善于观察并在情感层面上与环境建立联系。"
"351S7I5UG9W1XK02BS12RK83CKIJNS","30AWZEBKT2QRVF9PLOKR3P30ARRCAP","歌词质量、创意评分 - 中文","阅读歌词并判断歌词好坏与创造力","中文，歌词，text, quality, lyrics, music, review","$0.33","Thu Nov 17 23:03:55 PST 2022","5","BatchId:4938381;OriginalHitTemplateId:928390909;","600","172800","Sat Nov 19 23:03:55 PST 2022","","","3TOK3KHVJTITIUX510HJS3YO57GO7O","A3RYMPE9G4IN0H","Rejected","Fri Nov 18 07:17:28 PST 2022","Fri Nov 18 07:19:02 PST 2022","Sun Nov 20 07:19:02 PST 2022","","Fri Nov 18 07:45:31 PST 2022","你必须会读中文。You must be able to read Chinese.","94","0% (0/41)","0% (0/41)","0% (0/0)","我不要做情圣，你却喊我作歌王，<br/>我自己也很彷徨，究竟我怎样对你，<br/>我不要你跳舞，你也叫我别出江郎才尽，<br/>我自己也不清楚，究竟我想怎么对,<br/>我爱你，却又叫你不要爱我，<br/>我没有勇气，将自尊全放下，<br/>想你，就连天南地北，<br/>虽已很理智，也毫不珍惜；<br/>当抛不开虚幻的爱，<br/>看见你真泪眼盈眶；<br/>隐约","p95","还行","","还行","","","我会读中文","我喜欢这些歌词。","","我可能见过","","形容这些歌词"
"3YO4AH2FPDKFYBC85CJDD9OCIMZQ0F","30AWZEBKT2QRVF9PLOKR3P30ARRCAP","歌词质量、创意评分 - 中文","阅读歌词并判断歌词好坏与创造力","中文，歌词，text, quality, lyrics, music, review","$0.33","Thu Nov 17 23:03:55 PST 2022","4","BatchId:4938381;OriginalHitTemplateId:928390909;","600","172800","Sat Nov 19 23:03:55 PST 2022","","","33IZTU6J8112V1VPQU2Q67LD4Q7SXV","A1BLDWY2BW9K00","Approved","Fri Nov 18 09:57:33 PST 2022","Fri Nov 18 09:57:59 PST 2022","Sun Nov 20 09:57:59 PST 2022","Sun Nov 20 09:58:47 PST 2022","","","26","100% (107/107)","100% (107/107)","0% (0/0)","为什么<br/>会这样<br/><br/>两个人的结局<br/>我已来不及逃开<br/><br/>怎么才会明白<br/>相爱并不容易<br/>我要鼓起多大的勇气<br/>这样才能把过去释怀<br/><br/>看在那些幸福开出花朵的时候<br/><br/>在恍然过后<br/>才知道<br/><br/>原来我已不能再爱<br/><br/>是因为我<br/>不够勇敢<br/>贪图他给的温暖<br/><br/>才会沉沦在他的港湾<br/>泪水代替了你的离开<br/>有什么办法<br/>我不该这样沉迷和忘返<br/><br/>或许","p95","","是","","有创意感","","我会读中文","","我很喜欢这些歌词","","见过","我们要读歌词"
"3YO4AH2FPDKFYBC85CJDD9OCIMZQ0F","30AWZEBKT2QRVF9PLOKR3P30ARRCAP","歌词质量、创意评分 - 中文","阅读歌词并判断歌词好坏与创造力","中文，歌词，text, quality, lyrics, music, review","$0.33","Thu Nov 17 23:03:55 PST 2022","4","BatchId:4938381;OriginalHitTemplateId:928390909;","600","172800","Sat Nov 19 23:03:55 PST 2022","","","3OUYGIZWR7YXLJ9MV19P2OTR7ZC0PP","A1XM3URUD94QOV","Approved","Fri Nov 18 09:33:44 PST 2022","Fri Nov 18 09:34:05 PST 2022","Sun Nov 20 09:34:05 PST 2022","Sun Nov 20 09:34:47 PST 2022","","","21","100% (308/308)","100% (308/308)","0% (0/0)","为什么<br/>会这样<br/><br/>两个人的结局<br/>我已来不及逃开<br/><br/>怎么才会明白<br/>相爱并不容易<br/>我要鼓起多大的勇气<br/>这样才能把过去释怀<br/><br/>看在那些幸福开出花朵的时候<br/><br/>在恍然过后<br/>才知道<br/><br/>原来我已不能再爱<br/><br/>是因为我<br/>不够勇敢<br/>贪图他给的温暖<br/><br/>才会沉沦在他的港湾<br/>泪水代替了你的离开<br/>有什么办法<br/>我不该这样沉迷和忘返<br/><br/>或许","p95","","是","","有创意感","","我会读中文","","我很喜欢这些歌词","","见过","我会读中文 2不会 3我不懂中文 4I don‘t understand."
